LemmaID	BunruiNo
32650	1.1040/1.3860/1.4000	体-関係-事柄-本体・代理/体-活動-事業-製造・加工・包装/体-生産物-物品-物品	1.1040-07-01-01/1.3860-06-01-03/1.4000-03-04-01
30669	1.1040/1.3650	体-関係-事柄-本体・代理/体-活動-待遇-救護・救援	1.1040-07-01-02/1.3650-12-02-07
95428	1.1040/1.4000	体-関係-事柄-本体・代理/体-生産物-物品-物品	1.1040-07-01-03/1.4000-03-04-02
49388	1.1040	体-関係-事柄-本体・代理	1.1040-07-02-01
50456	1.1040/1.4000	体-関係-事柄-本体・代理/体-生産物-物品-物品	1.1040-07-02-04/1.4000-03-02-01
28361	1.1040/1.4000	体-関係-事柄-本体・代理/体-生産物-物品-物品	1.1040-07-02-05/1.4000-03-02-03
64558	1.1040	体-関係-事柄-本体・代理	1.1040-07-02-06
28357	1.1040	体-関係-事柄-本体・代理	1.1040-07-02-07
65837	1.1040	体-関係-事柄-本体・代理	1.1040-07-03-01
7264	1.1040/1.1612	体-関係-事柄-本体・代理/体-関係-時間-毎日・毎度	1.1040-07-03-02/1.1612-12-01-01
34950	1.1040/1.2020	体-関係-事柄-本体・代理/体-主体-人間-自他	1.1040-08-01-01/1.2020-02-03-01
23090	1.1040/1.1131	体-関係-事柄-本体・代理/体-関係-類-連絡・所属	1.1040-09-01-01/1.1131-06-02-03
67368	1.1040/1.2020	体-関係-事柄-本体・代理/体-主体-人間-自他	1.1040-09-01-02/1.2020-05-01-02
7438	1.1040/1.1501	体-関係-事柄-本体・代理/体-関係-作用-変換・交換	1.1040-09-01-04/1.1040-09-01-05/1.1501-07-01-06/1.1501-07-01-07
23026	1.1040/1.1501	体-関係-事柄-本体・代理/体-関係-作用-変換・交換	1.1040-09-01-06/1.1501-05-04-03
217382	1.1040	体-関係-事柄-本体・代理	1.1040-09-01-07
54616	1.1040	体-関係-事柄-本体・代理	1.1040-09-02-01
66491	1.1040	体-関係-事柄-本体・代理	1.1040-09-02-02
6620	1.1040	体-関係-事柄-本体・代理	1.1040-09-02-03
43552	1.1040	体-関係-事柄-本体・代理	1.1040-09-02-04
6271	1.1040	体-関係-事柄-本体・代理	1.1040-09-03-01
47937	1.1040/1.2020	体-関係-事柄-本体・代理/体-主体-人間-自他	1.1040-09-03-02/1.2020-05-02-02
49841	1.1040/1.4010	体-関係-事柄-本体・代理/体-生産物-物品-持ち物・売り物・土産など	1.1040-09-03-03/1.4010-05-05-02
31136	1.1040/1.3151/1.3155	体-関係-事柄-本体・代理/体-活動-言語-書き/体-活動-言語-文書	1.1040-10-01-01/1.3151-02-07-04/1.3155-16-01-04
36278	1.1040	体-関係-事柄-本体・代理	1.1040-10-01-02
20821	1.1040	体-関係-事柄-本体・代理	1.1040-10-01-03
51884	1.1040	体-関係-事柄-本体・代理	1.1040-10-01-04
12364	1.1040	体-関係-事柄-本体・代理	1.1040-10-02-01
34687	1.1040	体-関係-事柄-本体・代理	1.1040-10-02-02
34641	1.1040	体-関係-事柄-本体・代理	1.1040-10-02-03
263027	1.1040	体-関係-事柄-本体・代理	1.1040-10-02-04
333648	1.1040/1.2411	体-関係-事柄-本体・代理/体-主体-成員-管理的・書記的職業	1.1040-10-02-04/1.2411-02-02-02
41690	1.1040	体-関係-事柄-本体・代理	1.1040-10-03-01
23067	1.1040	体-関係-事柄-本体・代理	1.1040-12-01-01
61168	1.1040/1.1100	体-関係-事柄-本体・代理/体-関係-類-類・例	1.1040-12-02-01/1.1100-12-06-03
20912	1.1040	体-関係-事柄-本体・代理	1.1040-12-02-02
170475	1.1040	体-関係-事柄-本体・代理	1.1040-12-03-01
20491	1.1040	体-関係-事柄-本体・代理	1.1040-12-03-03
30473	1.1040/1.1100	体-関係-事柄-本体・代理/体-関係-類-類・例	1.1040-12-03-04/1.1100-12-06-01
36795	1.1040/1.4000	体-関係-事柄-本体・代理/体-生産物-物品-物品	1.1040-13-01-01/1.4000-05-01-03
31777	1.1040	体-関係-事柄-本体・代理	1.1040-13-01-02
14689	1.1040	体-関係-事柄-本体・代理	1.1040-13-01-03
37702	1.1040/1.4000/1.4154	体-関係-事柄-本体・代理/体-生産物-物品-物品/体-生産物-資材-型	1.1040-13-02-01/1.4000-03-05-01/1.4154-01-02-01
31594	1.1040/1.1800/1.4154	体-関係-事柄-本体・代理/体-関係-形-形・型・姿・構え/体-生産物-資材-型	1.1040-13-02-02/1.1800-16-05-02/1.1800-16-05-03/1.4154-01-02-04
37711	1.1040	体-関係-事柄-本体・代理	1.1040-13-02-03
17153	1.1040/1.4100	体-関係-事柄-本体・代理/体-生産物-資材-資材・ごみ	1.1040-14-01-01/1.4100-04-05-01
17151	1.1040	体-関係-事柄-本体・代理	1.1040-14-01-02
32308	1.1040/1.4590	体-関係-事柄-本体・代理/体-生産物-道具-札・帳など	1.1040-14-01-03/1.4590-11-01-01
25819	1.1040	体-関係-事柄-本体・代理	1.1040-14-01-04
25820	1.1040	体-関係-事柄-本体・代理	1.1040-14-01-05
35889	1.1040	体-関係-事柄-本体・代理	1.1040-14-02-01
21290	1.1040/1.4100	体-関係-事柄-本体・代理/体-生産物-資材-資材・ごみ	1.1040-14-02-02/1.4100-02-01-02
14811	1.1040/1.4100	体-関係-事柄-本体・代理/体-生産物-資材-資材・ごみ	1.1040-14-03-01/1.4100-02-01-03
16021	1.1040	体-関係-事柄-本体・代理	1.1040-15-01-01
16456	1.1040/1.2760	体-関係-事柄-本体・代理/体-主体-機関-同盟・団体	1.1040-15-01-02/1.2760-08-09-02
1209	1.1040/1.2440	体-関係-事柄-本体・代理/体-主体-成員-相対的地位	1.1040-15-01-03/1.2440-07-04-01
70604	1.1040	体-関係-事柄-本体・代理	1.1040-15-01-04
42834	1.1040/1.1101	体-関係-事柄-本体・代理/体-関係-類-等級・系列	1.1040-15-02-01/1.1101-11-03-01
93790	1.1040/1.1101	体-関係-事柄-本体・代理/体-関係-類-等級・系列	1.1040-15-02-02/1.1101-11-03-03
34982	1.1040/1.1101/1.5250	体-関係-事柄-本体・代理/体-関係-類-等級・系列/体-自然-天地-川・湖	1.1040-15-02-03/1.1101-11-03-02/1.5250-03-01-01
17150	1.1040/1.1101/1.5250	体-関係-事柄-本体・代理/体-関係-類-等級・系列/体-自然-天地-川・湖	1.1040-15-02-04/1.1101-11-03-05/1.5250-03-01-02
67716	1.1040	体-関係-事柄-本体・代理	1.1040-15-03-01
37558	1.1040	体-関係-事柄-本体・代理	1.1040-15-03-02
16462	1.1100	体-関係-類-類・例	1.1100-01-01-01
30406	1.1100	体-関係-類-類・例	1.1100-01-01-02
6838	1.1100	体-関係-類-類・例	1.1100-01-01-03
16025	1.1100/1.1962/1.5300	体-関係-類-類・例/体-関係-量-助数接辞/体-自然-生物-生物	1.1100-01-02-01/1.1962-54-01-06/1.5300-08-01-07
40455	1.1100/1.1962	体-関係-類-類・例/体-関係-量-助数接辞	1.1100-01-02-02/1.1962-54-02-01
40456	1.1100/1.1962	体-関係-類-類・例/体-関係-量-助数接辞	1.1100-01-02-02/1.1962-54-02-01
22195	1.1100	体-関係-類-類・例	1.1100-01-02-03
65901	1.1100	体-関係-類-類・例	1.1100-01-03-01
33431	1.1100	体-関係-類-類・例	1.1100-01-03-02
55545	1.1100/1.2300	体-関係-類-類・例/体-主体-人物-人種・民族	1.1100-01-03-03/1.2300-03-03-01
16449	1.1100	体-関係-類-類・例	1.1100-01-04-01
55431	1.1100	体-関係-類-類・例	1.1100-01-04-02
16442	1.1100/1.1130	体-関係-類-類・例/体-関係-類-異同・類似	1.1100-02-01-01/1.1130-18-01-02
19987	1.1100/1.1130/1.5300	体-関係-類-類・例/体-関係-類-異同・類似/体-自然-生物-生物	1.1100-02-01-02/1.1130-18-01-03/1.5300-01-04-01
10299	1.1100	体-関係-類-類・例	1.1100-02-02-02
31946	1.1100	体-関係-類-類・例	1.1100-03-01-01
9902	1.1100	体-関係-類-類・例	1.1100-03-01-02
16929	1.1100	体-関係-類-類・例	1.1100-03-01-03
66201	1.1100	体-関係-類-類・例	1.1100-03-01-04
66172	1.1100	体-関係-類-類・例	1.1100-03-01-05
8493	1.1100	体-関係-類-類・例	1.1100-03-02-01
196807	1.1100	体-関係-類-類・例	1.1100-03-02-02
15919	1.1100	体-関係-類-類・例	1.1100-03-02-03
34036	1.1100/1.5300	体-関係-類-類・例/体-自然-生物-生物	1.1100-04-01-01/1.5300-10-04-02
17357	1.1100/1.5300	体-関係-類-類・例/体-自然-生物-生物	1.1100-04-01-02/1.5300-10-04-01
7441	1.1100	体-関係-類-類・例	1.1100-04-01-03
1869	1.1100/1.1130	体-関係-類-類・例/体-関係-類-異同・類似	1.1100-04-01-04/1.1130-06-01-02
27181	1.1100/1.1130/1.2200	体-関係-類-類・例/体-関係-類-異同・類似/体-主体-仲間-相手・仲間	1.1100-04-02-01/1.1130-06-02-01/1.2200-05-06-02
27071	1.1100/1.1130	体-関係-類-類・例/体-関係-類-異同・類似	1.1100-04-02-02/1.1130-06-01-01
2196	1.1100/1.1331/3.3000	体-関係-類-類・例/体-関係-様相-特徴/相-活動-心-心	1.1100-04-02-03/1.1331-01-05-01/3.3000-04-09-04
52932	1.1100	体-関係-類-類・例	1.1100-04-03-01
98789	1.1100	体-関係-類-類・例	1.1100-04-03-02
98924	1.1100	体-関係-類-類・例	1.1100-04-03-03
6169	1.1100	体-関係-類-類・例	1.1100-05-01-01
22278	1.1100	体-関係-類-類・例	1.1100-05-01-02
57583	1.1100	体-関係-類-類・例	1.1100-05-01-03
10952	1.1100/1.1800	体-関係-類-類・例/体-関係-形-形・型・姿・構え	1.1100-06-01-01/1.1800-03-03-01
39069	1.1100	体-関係-類-類・例	1.1100-06-01-02
19209	1.1100/1.1310	体-関係-類-類・例/体-関係-様相-風・観・姿	1.1100-06-01-03/1.1310-08-01-03
24877	1.1100/1.1113/1.1402/1.1962/1.2000/1.2450/1.3081/1.3151/1.3220/1.3374/1.3430/1.5603	体-関係-類-類・例/体-関係-類-理由・目的・証拠/体-関係-力-物力・権力・体力など/体-関係-量-助数接辞/体-主体-人間-人間/体-主体-成員-その他の仕手/体-活動-心-方法/体-活動-言語-書き/体-活動-芸術-芸術・美術/体-活動-生活-スポーツ/体-活動-行為-行為・活動/体-自然-身体-手足・指	1.1100-06-01-04/1.1113-09-01-03/1.1402-01-04-02/1.1962-50-01-02/1.2000-06-05-02/1.2450-07-01-01/1.3081-01-02-03/1.3151-12-01-05/1.3220-12-02-03/1.3374-07-01-01/1.3430-06-03-05/1.5603-02-01-01
18143	1.1100	体-関係-類-類・例	1.1100-06-02-01
15098	1.1100/1.3115/1.3360	体-関係-類-類・例/体-活動-言語-表・図・譜・式/体-活動-生活-行事・式典・宗教的行事	1.1100-06-02-02/1.3115-10-01-01/1.3360-18-01-01
15099	1.1100	体-関係-類-類・例	1.1100-06-02-02
21906	1.1100/1.3151/1.3821/1.4630	体-関係-類-類・例/体-活動-言語-書き/体-活動-事業-印刷・製本/体-生産物-機械-機械・装置	1.1100-06-02-03/1.3151-08-05-01/1.3821-04-01-02/1.4630-19-01-03
30956	1.1100/1.1800	体-関係-類-類・例/体-関係-形-形・型・姿・構え	1.1100-06-02-04/1.1800-03-02-03
48430	1.1100	体-関係-類-類・例	1.1100-06-03-02
10951	1.1100	体-関係-類-類・例	1.1100-06-03-03
144093	1.1100	体-関係-類-類・例	1.1100-06-03-04
6593	1.1100/1.1800/1.4154	体-関係-類-類・例/体-関係-形-形・型・姿・構え/体-生産物-資材-型	1.1100-06-03-05/1.1800-03-02-01/1.4154-01-01-01
6594	1.1100	体-関係-類-類・例	1.1100-06-03-06
40461	1.1100	体-関係-類-類・例	1.1100-06-03-07
19086	1.1100	体-関係-類-類・例	1.1100-06-04-01
19272	1.1100/1.1800	体-関係-類-類・例/体-関係-形-形・型・姿・構え	1.1100-06-04-02/1.1800-04-04-02
59487	1.1100	体-関係-類-類・例	1.1100-07-01-01
65216	1.1100	体-関係-類-類・例	1.1100-07-01-02
47859	1.1100	体-関係-類-類・例	1.1100-07-02-01
58466	1.1100	体-関係-類-類・例	1.1100-07-02-03
33612	1.1100/1.3154	体-関係-類-類・例/体-活動-言語-文章	1.1100-07-03-01/1.3154-25-01-01
48913	1.1100	体-関係-類-類・例	1.1100-07-03-02
56360	1.1100/1.1800	体-関係-類-類・例/体-関係-形-形・型・姿・構え	1.1100-07-03-04/1.1100-07-03-05/1.1800-19-01-02/1.1800-19-01-03
33571	1.1100	体-関係-類-類・例	1.1100-07-03-06
7088	1.1100/1.5605	体-関係-類-類・例/体-自然-身体-皮・毛髪・羽毛	1.1100-07-04-01/1.5605-12-01-01
196143	1.1100/1.5605	体-関係-類-類・例/体-自然-身体-皮・毛髪・羽毛	1.1100-07-04-02/1.5605-12-01-02
40129	1.1100/1.1101	体-関係-類-類・例/体-関係-類-等級・系列	1.1100-08-01-01/1.1101-10-03-01
260123	1.1100/1.1101	体-関係-類-類・例/体-関係-類-等級・系列	1.1100-08-01-01/1.1101-10-03-01
40146	1.1100/1.3082	体-関係-類-類・例/体-活動-心-制度・慣例	1.1100-08-01-02/1.3082-10-01-01
7853	1.1100/1.3082/1.3300	体-関係-類-類・例/体-活動-心-制度・慣例/体-活動-生活-文化・歴史・風俗	1.1100-08-01-03/1.3082-06-01-03/1.3300-12-03-02
63604	1.1100/1.3300	体-関係-類-類・例/体-活動-生活-文化・歴史・風俗	1.1100-08-01-04/1.3300-12-01-02
16768	1.1100/1.3103	体-関係-類-類・例/体-活動-言語-表現	1.1100-09-01-01/1.3103-02-03-02
17548	1.1100	体-関係-類-類・例	1.1100-09-01-02
132123	1.1100	体-関係-類-類・例	1.1100-09-01-03
103421	1.1100	体-関係-類-類・例	1.1100-10-01-01
37912	1.1100	体-関係-類-類・例	1.1100-10-01-02
66125	1.1100	体-関係-類-類・例	1.1100-10-01-03
49561	1.1100	体-関係-類-類・例	1.1100-10-02-01
6030	1.1100/1.4610	体-関係-類-類・例/体-生産物-機械-鏡・レンズ・カメラ	1.1100-10-02-03/1.4610-01-01-01
68414	1.1100	体-関係-類-類・例	1.1100-10-02-04
25255	1.1100/1.3160	体-関係-類-類・例/体-活動-言語-文献・図書	1.1100-10-02-05/1.3160-08-03-01
37817	1.1100/1.2418/1.4154	体-関係-類-類・例/体-主体-成員-サービス/体-生産物-資材-型	1.1100-10-02-06/1.2418-12-01-01/1.4154-01-02-02
47556	1.1100	体-関係-類-類・例	1.1100-10-03-01
65239	1.1100	体-関係-類-類・例	1.1100-10-03-02
25375	1.1100	体-関係-類-類・例	1.1100-11-01-01
96065	1.1100	体-関係-類-類・例	1.1100-11-01-02
11649	1.1100/1.1800/1.4154	体-関係-類-類・例/体-関係-形-形・型・姿・構え/体-生産物-資材-型	1.1100-11-02-01/1.1800-03-02-02/1.4154-01-01-03
33790	1.1100	体-関係-類-類・例	1.1100-11-02-02
17990	1.1100	体-関係-類-類・例	1.1100-12-02-01
39164	1.1100	体-関係-類-類・例	1.1100-12-02-02
14060	1.1100	体-関係-類-類・例	1.1100-12-02-03
18753	1.1100	体-関係-類-類・例	1.1100-12-03-01
63785	1.1100/1.3300/3.1331	体-関係-類-類・例/体-活動-生活-文化・歴史・風俗/相-関係-様相-特徴	1.1100-12-03-03/1.3300-12-03-01/3.1331-03-03-01
40486	1.1100	体-関係-類-類・例	1.1100-12-03-04
26348	1.1100	体-関係-類-類・例	1.1100-12-03-05
46652	1.1100	体-関係-類-類・例	1.1100-12-04-01
61667	1.1100	体-関係-類-類・例	1.1100-12-04-02
53590	1.1100	体-関係-類-類・例	1.1100-12-04-03
40573	1.1100	体-関係-類-類・例	1.1100-12-05-01
47683	1.1100	体-関係-類-類・例	1.1100-12-05-02
16888	1.1100	体-関係-類-類・例	1.1100-12-06-02
25058	1.1100/1.1612/1.3082	体-関係-類-類・例/体-関係-時間-毎日・毎度/体-活動-心-制度・慣例	1.1100-12-07-01/1.1612-10-01-01/1.3082-06-02-02
10404	1.1101/1.1690	体-関係-類-等級・系列/体-関係-時間-場合	1.1101-01-01-01/1.1690-09-01-03
8936	1.1101/1.2760	体-関係-類-等級・系列/体-主体-機関-同盟・団体	1.1101-01-01-02/1.2760-16-01-01
8938	1.1101/1.1962	体-関係-類-等級・系列/体-関係-量-助数接辞	1.1101-01-01-02/1.1962-10-04-02
25874	1.1101/1.1962	体-関係-類-等級・系列/体-関係-量-助数接辞	1.1101-01-01-03/1.1962-10-03-02
23394	1.1101/1.1690	体-関係-類-等級・系列/体-関係-時間-場合	1.1101-01-02-01/1.1690-09-01-01
5671	1.1101	体-関係-類-等級・系列	1.1101-01-02-02
25935	1.1101	体-関係-類-等級・系列	1.1101-01-02-03
23292	1.1101/1.1690	体-関係-類-等級・系列/体-関係-時間-場合	1.1101-01-02-04/1.1690-02-01-02
10431	1.1101/1.2760	体-関係-類-等級・系列/体-主体-機関-同盟・団体	1.1101-01-02-05/1.2760-16-01-03
39800	1.1101	体-関係-類-等級・系列	1.1101-01-03-01
64872	1.1101	体-関係-類-等級・系列	1.1101-01-03-02
10811	1.1101/1.1962	体-関係-類-等級・系列/体-関係-量-助数接辞	1.1101-01-03-03/1.1962-27-02-02
102870	1.1101	体-関係-類-等級・系列	1.1101-01-03-04
39798	1.1101/1.3066	体-関係-類-等級・系列/体-活動-心-判断・推測・評価	1.1101-01-03-05/1.3066-15-03-02
47053	1.1101	体-関係-類-等級・系列	1.1101-01-04-01
47078	1.1101	体-関係-類-等級・系列	1.1101-01-04-02
49341	1.1101	体-関係-類-等級・系列	1.1101-01-05-01
57668	1.1101	体-関係-類-等級・系列	1.1101-01-05-02
20942	1.1101/1.1850/1.1962	体-関係-類-等級・系列/体-関係-形-束・片・列・わく/体-関係-量-助数接辞	1.1101-01-06-01/1.1850-14-01-01/1.1962-45-01-04
167734	1.1101	体-関係-類-等級・系列	1.1101-01-06-02
5807	1.1101	体-関係-類-等級・系列	1.1101-01-06-03
137123	1.1101	体-関係-類-等級・系列	1.1101-01-07-01
47680	1.1101	体-関係-類-等級・系列	1.1101-01-07-02
51179	1.1101	体-関係-類-等級・系列	1.1101-01-07-03
68912	1.1101	体-関係-類-等級・系列	1.1101-01-08-01
52669	1.1101	体-関係-類-等級・系列	1.1101-01-08-02
51102	1.1101	体-関係-類-等級・系列	1.1101-01-08-03
68997	1.1101	体-関係-類-等級・系列	1.1101-01-08-04
42800	1.1101	体-関係-類-等級・系列	1.1101-01-09-01
61185	1.1101	体-関係-類-等級・系列	1.1101-01-10-01
23283	1.1101/1.1690/1.1850/1.1920/1.1962/1.3154/1.4430/1.4450	体-関係-類-等級・系列/体-関係-時間-場合/体-関係-形-束・片・列・わく/体-関係-量-程度・限度/体-関係-量-助数接辞/体-活動-言語-文章/体-生産物-住居-部屋・床・廊下・階段など/体-生産物-住居-棚・台・壇など	1.1101-01-10-02/1.1690-01-01-03/1.1850-13-01-01/1.1920-01-04-02/1.1962-45-01-03/1.1962-47-01-02/1.3154-09-02-02/1.4430-22-01-04/1.4450-06-01-01
59414	1.1101	体-関係-類-等級・系列	1.1101-01-10-03
18466	1.1101/1.1741	体-関係-類-等級・系列/体-関係-空間-上下	1.1101-02-01-01/1.1741-01-02-02
18468	1.1101/1.1741	体-関係-類-等級・系列/体-関係-空間-上下	1.1101-02-01-01/1.1741-01-02-02
23741	1.1101/1.1742/1.1770/1.1912/1.2590/1.3046	体-関係-類-等級・系列/体-関係-空間-中・隅・端/体-関係-空間-内外/体-関係-量-広狭・大小/体-主体-公私-固有地名/体-活動-心-道徳	1.1101-02-01-02/1.1742-05-01-01/1.1770-03-01-03/1.1912-06-03-01/1.2590-06-03-03/1.3046-04-01-05
11472	1.1101/1.1741	体-関係-類-等級・系列/体-関係-空間-上下	1.1101-02-01-03/1.1741-01-03-04
18511	1.1101	体-関係-類-等級・系列	1.1101-03-01-01
23775	1.1101	体-関係-類-等級・系列	1.1101-03-01-02
6096	1.1101	体-関係-類-等級・系列	1.1101-03-01-03
52130	1.1101/1.3111	体-関係-類-等級・系列/体-活動-言語-文法	1.1101-03-02-01/1.3111-06-06-01
60792	1.1101	体-関係-類-等級・系列	1.1101-03-02-03
11968	1.1101/3.1101	体-関係-類-等級・系列/相-関係-類-等級・系列	1.1101-03-03-01/3.1101-01-01-03
61527	1.1101/3.1101	体-関係-類-等級・系列/相-関係-類-等級・系列	1.1101-03-03-02/3.1101-02-01-03
16912	1.1101	体-関係-類-等級・系列	1.1101-03-03-03
57806	1.1101/3.1101	体-関係-類-等級・系列/相-関係-類-等級・系列	1.1101-03-06-01/3.1101-01-01-02
23868	1.1101	体-関係-類-等級・系列	1.1101-03-06-02
48820	1.1101/3.1101	体-関係-類-等級・系列/相-関係-類-等級・系列	1.1101-03-06-03/3.1101-02-01-01
60662	1.1101	体-関係-類-等級・系列	1.1101-03-06-04
12274	1.1101	体-関係-類-等級・系列	1.1101-03-07-01
57708	1.1101	体-関係-類-等級・系列	1.1101-03-07-02
193176	1.1101	体-関係-類-等級・系列	1.1101-03-07-03
18569	1.1101/1.1850	体-関係-類-等級・系列/体-関係-形-束・片・列・わく	1.1101-04-01-01/1.1850-14-04-01
6577	1.1101/1.1850	体-関係-類-等級・系列/体-関係-形-束・片・列・わく	1.1101-04-01-02/1.1850-14-04-02
17012	1.1101	体-関係-類-等級・系列	1.1101-04-02-01
